geolocation,question,location,response,value,lowConfidenceLimit,highConfidenceLimit,sampleSize,breakOut,breakOutCategory,questionID,locationID
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),5.6,5.1,6,229,>12 yrs,Maternal Education,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),10.2,8.6,12.1,108,< 12 yrs,Maternal Education,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),94.4,94,94.9,378,>12 yrs,Maternal Education,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.6,91.7,93.5,222,12 yrs,Maternal Education,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),91.3,90.1,92.4,166,Hispanic,Maternal Race/Ethnicity,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),9.4,7.4,11.9,54,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),90.6,88.1,92.6,72,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8.7,7.6,9.9,147,Hispanic,Maternal Race/Ethnicity,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),5.9,5.6,6.3,277,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),94.1,93.7,94.4,467,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),88.1,84.2,91.1,44,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),11.9,8.9,15.8,49,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),94.1,93.6,94.5,394,Non-Medicaid,Medicaid Recipient,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),5.9,5.5,6.4,241,Non-Medicaid,Medicaid Recipient,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),91.5,90.8,92.1,366,Medicaid,Medicaid Recipient,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8.5,7.9,9.2,293,Medicaid,Medicaid Recipient,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7,6.6,7.5,310,Non-Hispanic,Mother Hispanic,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),91.3,90.1,92.4,166,Hispanic,Mother Hispanic,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8.7,7.6,9.9,147,Hispanic,Mother Hispanic,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93,92.5,93.4,462,Non-Hispanic,Mother Hispanic,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.2,7.1,7.3,534,None,None,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.8,92.7,92.9,762,None,None,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6.8,6.4,7.3,294,1 or more,Number of Previous Live Births,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.5,91.7,93.2,310,0,Number of Previous Live Births,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93.2,92.7,93.6,441,1 or more,Number of Previous Live Births,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.5,6.8,8.3,228,0,Number of Previous Live Births,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),94,93.6,94.5,388,Non-WIC,On WIC during Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6,5.5,6.4,238,Non-WIC,On WIC during Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8.4,7.8,9.1,285,WIC,On WIC during Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),91.6,90.9,92.2,361,WIC,On WIC during Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),92.4,91.9,92.9,444,Intended,Pregnancy Intendedness,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),7.6,7.1,8.1,338,Intended,Pregnancy Intendedness,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6.6,5.9,7.3,186,Unintended,Pregnancy Intendedness,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93.4,92.7,94.1,306,Unintended,Pregnancy Intendedness,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),8.5,7.3,9.9,125,Smoker,Smoked 3 months before Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),91.5,90.1,92.7,159,Smoker,Smoked 3 months before Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93.4,93.1,93.7,585,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6.6,6.3,6.9,385,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),12,9.6,14.8,81,Smoker,Smoked last 3 months of Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),93.5,93.3,93.8,673,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,LBW (<=2500g),6.5,6.2,6.7,431,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,44
"(41.708280193, -71.522470314)",Baby's Weight,Rhode Island,NBW (>2500g),88,85.2,90.4,72,Smoker,Smoked last 3 months of Pregnancy,QUO7,44
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),5.8,4.2,7.8,76,Adequate PNC,Adequacy of Prenatal care,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),81.9,52.3,94.9,43,Unknown PNC,Adequacy of Prenatal care,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),94.2,92.2,95.8,996,Adequate PNC,Adequacy of Prenatal care,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),18.1,5.1,47.7,4,Unknown PNC,Adequacy of Prenatal care,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),88.6,73.3,95.6,60,Inadequate PNC,Adequacy of Prenatal care,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),89.7,83.8,93.6,278,Intermediate PNC,Adequacy of Prenatal care,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),11.4,4.4,26.7,7,Inadequate PNC,Adequacy of Prenatal care,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),10.3,6.4,16.2,30,Intermediate PNC,Adequacy of Prenatal care,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),94.1,88.6,97,246,"Less than $10,000",Income (years 2004 and beyond),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93,87,96.3,250,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7,3.7,13,18,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.3,4.3,9.2,41,"$50,000 or more",Income (years 2004 and beyond),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),5.9,3,11.4,17,"Less than $10,000",Income (years 2004 and beyond),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93,87.4,96.2,223,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7,3.8,12.6,21,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.7,90.8,95.7,530,"$50,000 or more",Income (years 2004 and beyond),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.7,4.8,9.2,61,Married,Marital Status,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.9,5.5,11.3,56,Other,Marital Status,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.1,88.7,94.5,536,Other,Marital Status,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.3,90.8,95.2,841,Married,Marital Status,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),95.6,91.3,97.9,95,<20 yrs,Maternal Age (3 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.8,90,94.8,693,30+ yrs,Maternal Age (3 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.2,5.2,10,61,30+ yrs,Maternal Age (3 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.7,89.3,95.1,589,20-29 yrs,Maternal Age (3 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),4.4,2.1,8.7,8,<20 yrs,Maternal Age (3 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.3,4.9,10.7,48,20-29 yrs,Maternal Age (3 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),8.1,4.5,14.3,24,20-24 yrs,Maternal Age (4 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.8,90,94.8,765,25-34 yrs,Maternal Age (4 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),91.9,85.7,95.5,239,20-24 yrs,Maternal Age (4 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.2,88.8,96,278,35+ yrs,Maternal Age (4 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),4.4,2.1,8.7,8,<20 yrs,Maternal Age (4 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.2,5.2,10,57,25-34 yrs,Maternal Age (4 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.8,4,11.2,28,35+ yrs,Maternal Age (4 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),95.6,91.3,97.9,95,<20 yrs,Maternal Age (4 Levels),QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.6,89.5,94.8,603,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.5,89.8,95.9,438,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.3,4.3,12.3,29,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.4,5.2,10.5,54,Age 30 - 44,Maternal Age - 18 to 44 years in groupings,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),95,85,98.4,38,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.7,87.7,95.7,296,Age 18 - 24,Maternal Age - 18 to 44 years in groupings,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),5,1.6,15,3,Age < 18,Maternal Age - 18 to 44 years in groupings,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.5,4.1,10.2,30,Age 25 - 29,Maternal Age - 18 to 44 years in groupings,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.1,5.5,9.1,113,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.9,90.9,94.5,1337,Age 18 - 44,Maternal Age - 18 to 44 years only,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.3,87.6,95.4,347,12 yrs,Maternal Education,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.1,85.8,95.7,192,< 12 yrs,Maternal Education,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.2,90.8,95.1,834,>12 yrs,Maternal Education,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.7,4.6,12.4,32,12 yrs,Maternal Education,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.9,4.3,14.2,18,< 12 yrs,Maternal Education,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.8,4.9,9.2,67,>12 yrs,Maternal Education,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.5,90.6,95.5,420,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),91.9,88.9,94.2,372,Hispanic,Maternal Race/Ethnicity,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),8.1,5.8,11.1,32,Hispanic,Maternal Race/Ethnicity,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),88.3,84.1,91.5,249,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),94.4,91.7,96.3,333,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),11.7,8.5,15.9,34,"Black, non-Hispanic",Maternal Race/Ethnicity,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),5.6,3.7,8.3,21,Other non-Hispanic,Maternal Race/Ethnicity,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.5,4.5,9.4,30,"White, non-Hispanic",Maternal Race/Ethnicity,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.7,5.3,11,59,Medicaid,Medicaid Recipient,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.3,89,94.7,659,Medicaid,Medicaid Recipient,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.7,4.8,9.3,58,Non-Medicaid,Medicaid Recipient,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.3,90.7,95.2,718,Non-Medicaid,Medicaid Recipient,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),8.1,5.8,11.1,32,Hispanic,Mother Hispanic,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),91.9,88.9,94.2,372,Hispanic,Mother Hispanic,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.1,90.8,94.8,1001,Non-Hispanic,Mother Hispanic,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.9,5.2,9.2,85,Non-Hispanic,Mother Hispanic,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.9,91,94.4,1377,None,None,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.1,5.6,9,117,None,None,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.2,4.3,9,57,1 or more,Number of Previous Live Births,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.8,91,95.7,738,1 or more,Number of Previous Live Births,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92,89,94.2,637,0,Number of Previous Live Births,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),8,5.8,11,60,0,Number of Previous Live Births,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.4,5.4,10.1,61,Non-WIC,On WIC during Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.8,4.7,9.8,55,WIC,On WIC during Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.6,89.9,94.6,698,Non-WIC,On WIC during Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.2,90.2,95.3,655,WIC,On WIC during Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7,5.1,9.4,71,Intended,Pregnancy Intendedness,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93,90.6,94.9,850,Intended,Pregnancy Intendedness,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.2,4.7,10.8,42,Unintended,Pregnancy Intendedness,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.8,89.2,95.3,509,Unintended,Pregnancy Intendedness,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7.4,5.7,9.6,99,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),6.3,3.3,11.8,17,Smoker,Smoked 3 months before Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93.7,88.2,96.7,189,Smoker,Smoked 3 months before Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),92.6,90.4,94.3,1161,Non-Smoker,Smoked 3 months before Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),93,91,94.6,1263,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,NBW (>2500g),91,80.7,96.1,89,Smoker,Smoked last 3 months of Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),7,5.4,9,106,Non-Smoker,Smoked last 3 months of Pregnancy,QUO7,25
"(42.27687047, -72.082690675)",Baby's Weight,Massachusetts,LBW (<=2500g),9,3.9,19.3,10,Smoker,Smoked last 3 months of Pregnancy,QUO7,25
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),86.1,81.1,90,44,Unknown PNC,Adequacy of Prenatal care,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),92.8,91,94.3,123,Intermediate PNC,Adequacy of Prenatal care,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),5.5,5,5.9,305,Adequate PNC,Adequacy of Prenatal care,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),13.9,10,18.9,64,Unknown PNC,Adequacy of Prenatal care,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),94.5,94.1,95,459,Adequate PNC,Adequacy of Prenatal care,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),92.4,86.6,95.8,22,Inadequate PNC,Adequacy of Prenatal care,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),7.6,4.2,13.4,17,Inadequate PNC,Adequacy of Prenatal care,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),7.2,5.7,9,92,Intermediate PNC,Adequacy of Prenatal care,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),7.5,5.9,9.6,90,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),8.7,6.7,11.1,86,"Less than $10,000",Income (years 2004 and beyond),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),5,4.4,5.7,189,"$50,000 or more",Income (years 2004 and beyond),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),92.5,90.4,94.1,103,"$25,000 to $49,999",Income (years 2004 and beyond),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),7.1,5.5,9,85,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),92.9,91,94.5,106,"$10,000 to $24,999",Income (years 2004 and beyond),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),91.3,88.9,93.3,88,"Less than $10,000",Income (years 2004 and beyond),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),95,94.3,95.6,313,"$50,000 or more",Income (years 2004 and beyond),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),9.4,8,10.9,195,Other,Marital Status,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),94.9,94.5,95.3,455,Married,Marital Status,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),90.6,89.1,92,193,Other,Marital Status,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),5.1,4.7,5.5,283,Married,Marital Status,QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),12.1,7.5,18.9,28,<20 yrs,Maternal Age (3 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),87.9,81.1,92.5,24,<20 yrs,Maternal Age (3 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),6.9,6.1,7.8,229,20-29 yrs,Maternal Age (3 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),94.4,93.7,95,343,30+ yrs,Maternal Age (3 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),5.6,5,6.3,221,30+ yrs,Maternal Age (3 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),93.1,92.2,93.9,281,20-29 yrs,Maternal Age (3 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),94.2,92.7,95.3,140,35+ yrs,Maternal Age (4 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),91.3,89.2,93.1,105,20-24 yrs,Maternal Age (4 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),8.7,6.9,10.8,106,20-24 yrs,Maternal Age (4 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),12.1,7.5,18.9,28,<20 yrs,Maternal Age (4 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),NBW (>2500g),87.9,81.1,92.5,24,<20 yrs,Maternal Age (4 Levels),QUO7,36
"(42.827001032, -75.543970427)",Baby's Weight,New York (excluding NYC),LBW (<=2500g),5.8,4.7,7.3,96,35+ yrs,Maternal Age (4 Levels),QUO7,36
